モード,条件,順番,名前,Lv,HP,攻撃,防御,速度,固有ID,勝率検証
第二章,"roam4_4:{""area"": 4, ""challengeTier"": 0}",1,境律獣オルディア,5400,3243572,118940,67937,19120,,未実戦検証
第二章,"roam4_4:{""area"": 4, ""challengeTier"": 0}",2,星糸司アステラ,5400,2081260,57752,42613,23538,,未実戦検証
第二章,"roam4_4:{""area"": 4, ""challengeTier"": 0}",3,【封鍵】メリオラ,5400,2355733,147164,53773,22874,,未実戦検証
第二章,"roam4_4:{""area"": 4, ""challengeTier"": 0}",4,【封鍵】エリゼル,5400,2683516,102029,51319,22562,,未実戦検証
第二章,"roam4_4:{""area"": 4, ""challengeTier"": 1}",1,境律獣オルディア,6372,4266953,154045,88355,24406,,未実戦検証
第二章,"roam4_4:{""area"": 4, ""challengeTier"": 1}",2,星糸司アステラ,6372,2738852,76113,56162,29610,,未実戦検証
第二章,"roam4_4:{""area"": 4, ""challengeTier"": 1}",3,【封鍵】メリオラ,6372,3098152,190755,69867,28747,,未実戦検証
第二章,"roam4_4:{""area"": 4, ""challengeTier"": 1}",4,【封鍵】エリゼル,6372,3533264,134466,67635,28799,,未実戦検証
第二章,"roam4_4:{""area"": 4, ""challengeTier"": 2}",1,境律獣オルディア,7344,5317422,190224,109373,29718,,未実戦検証
第二章,"roam4_4:{""area"": 4, ""challengeTier"": 2}",2,星糸司アステラ,7344,3413792,94952,70063,35738,,未実戦検証
第二章,"roam4_4:{""area"": 4, ""challengeTier"": 2}",3,【封鍵】メリオラ,7344,3860273,235668,86439,34676,,未実戦検証
第二章,"roam4_4:{""area"": 4, ""challengeTier"": 2}",4,【封鍵】エリゼル,7344,4405320,167748,84375,35067,,未実戦検証
第二章,"roam4_4:{""area"": 4, ""challengeTier"": 3}",1,境律獣オルディア,8316,6395011,227487,130994,35057,,未実戦検証
第二章,"roam4_4:{""area"": 4, ""challengeTier"": 3}",2,星糸司アステラ,8316,4106102,114268,84316,41928,,未実戦検証
第二章,"roam4_4:{""area"": 4, ""challengeTier"": 3}",3,【封鍵】メリオラ,8316,4642120,281919,103491,40666,,未実戦検証
第二章,"roam4_4:{""area"": 4, ""challengeTier"": 3}",4,【封鍵】エリゼル,8316,5299703,201874,101540,41367,,未実戦検証
第二章,"roam4_4:{""area"": 4, ""challengeTier"": 4}",1,境律獣オルディア,9288,7499725,265833,153224,40423,,未実戦検証
第二章,"roam4_4:{""area"": 4, ""challengeTier"": 4}",2,星糸司アステラ,9288,4815782,134062,98921,48174,,未実戦検証
第二章,"roam4_4:{""area"": 4, ""challengeTier"": 4}",3,【封鍵】メリオラ,9288,5443700,329502,121026,46713,,未実戦検証
第二章,"roam4_4:{""area"": 4, ""challengeTier"": 4}",4,【封鍵】エリゼル,9288,6216413,236844,119129,47699,,未実戦検証
第二章,"roam4_4:{""area"": 4, ""challengeTier"": 5}",1,境律獣オルディア,10260,8631604,305276,176064,45816,,未実戦検証
第二章,"roam4_4:{""area"": 4, ""challengeTier"": 5}",2,星糸司アステラ,10260,5542854,154334,113879,54481,,未実戦検証
第二章,"roam4_4:{""area"": 4, ""challengeTier"": 5}",3,【封鍵】メリオラ,10260,6265043,378437,139048,52821,,未実戦検証
第二章,"roam4_4:{""area"": 4, ""challengeTier"": 5}",4,【封鍵】エリゼル,10260,7155469,272657,137143,54063,,未実戦検証
第二章,"roam0_1_391:{""area"": 0, ""challengeTier"": 0}",1,煤紫の剣魔リリカ,1050,94604,16011,5920,5081,,未実戦検証
第二章,"roam0_1_391:{""area"": 0, ""challengeTier"": 0}",2,芽灯虫コロル,1050,83024,10005,5052,6935,,未実戦検証
第二章,"roam0_1_391:{""area"": 0, ""challengeTier"": 0}",3,露鈴の案内姫ピピア,1050,84371,6894,5420,5326,,未実戦検証
第二章,"roam0_1_391:{""area"": 0, ""challengeTier"": 0}",4,封書の小剣姫ルメア,1050,84371,7639,5506,5449,,未実戦検証
第二章,"roam0_1_391:{""area"": 0, ""challengeTier"": 1}",1,煤紫の剣魔リリカ,1239,96483,16485,6068,5141,,未実戦検証
第二章,"roam0_1_391:{""area"": 0, ""challengeTier"": 1}",2,芽灯虫コロル,1239,84624,10168,5170,7035,,未実戦検証
第二章,"roam0_1_391:{""area"": 0, ""challengeTier"": 1}",3,露鈴の案内姫ピピア,1239,86124,7022,5578,5397,,未実戦検証
第二章,"roam0_1_391:{""area"": 0, ""challengeTier"": 1}",4,封書の小剣姫ルメア,1239,86124,7940,5683,5546,,未実戦検証
第二章,"roam0_1_391:{""area"": 0, ""challengeTier"": 2}",1,煤紫の剣魔リリカ,1428,98405,16985,6223,5207,,未実戦検証
第二章,"roam0_1_391:{""area"": 0, ""challengeTier"": 2}",2,芽灯虫コロル,1428,86256,10330,5292,7146,,未実戦検証
第二章,"roam0_1_391:{""area"": 0, ""challengeTier"": 2}",3,露鈴の案内姫ピピア,1428,87925,7152,5743,5475,,未実戦検証
第二章,"roam0_1_391:{""area"": 0, ""challengeTier"": 2}",4,封書の小剣姫ルメア,1428,87925,8263,5872,5653,,未実戦検証
第二章,"roam0_1_391:{""area"": 0, ""challengeTier"": 3}",1,煤紫の剣魔リリカ,1617,100337,17492,6377,5271,,未実戦検証
第二章,"roam0_1_391:{""area"": 0, ""challengeTier"": 3}",2,芽灯虫コロル,1617,87896,10493,5415,7255,,未実戦検証
第二章,"roam0_1_391:{""area"": 0, ""challengeTier"": 3}",3,露鈴の案内姫ピピア,1617,89736,7282,5912,5551,,未実戦検証
第二章,"roam0_1_391:{""area"": 0, ""challengeTier"": 3}",4,封書の小剣姫ルメア,1617,89736,8592,6063,5757,,未実戦検証
第二章,"roam0_1_391:{""area"": 0, ""challengeTier"": 4}",1,煤紫の剣魔リリカ,1806,102210,17962,6523,5324,,未実戦検証
第二章,"roam0_1_391:{""area"": 0, ""challengeTier"": 4}",2,芽灯虫コロル,1806,89492,10656,5532,7346,,未実戦検証
第二章,"roam0_1_391:{""area"": 0, ""challengeTier"": 4}",3,露鈴の案内姫ピピア,1806,91483,7409,6069,5614,,未実戦検証
第二章,"roam0_1_391:{""area"": 0, ""challengeTier"": 4}",4,封書の小剣姫ルメア,1806,91483,8889,6239,5844,,未実戦検証
第二章,"roam0_1_391:{""area"": 0, ""challengeTier"": 5}",1,煤紫の剣魔リリカ,1995,104106,18445,6673,5380,,未実戦検証
第二章,"roam0_1_391:{""area"": 0, ""challengeTier"": 5}",2,芽灯虫コロル,1995,91105,10818,5651,7441,,未実戦検証
第二章,"roam0_1_391:{""area"": 0, ""challengeTier"": 5}",3,露鈴の案内姫ピピア,1995,93253,7538,6228,5681,,未実戦検証
第二章,"roam0_1_391:{""area"": 0, ""challengeTier"": 5}",4,封書の小剣姫ルメア,1995,93253,9198,6419,5934,,未実戦検証
第二章,"roam2_3_391:{""area"": 2, ""challengeTier"": 0}",1,忘却の鎖士ラズィル,2000,451184,57530,20972,12069,,未実戦検証
第二章,"roam2_3_391:{""area"": 2, ""challengeTier"": 0}",2,灰燭の呪術師セネラ,2000,390459,33690,16041,15408,,未実戦検証
第二章,"roam2_3_391:{""area"": 2, ""challengeTier"": 0}",3,【薔薇】ノクテル,2000,451184,57530,20972,12069,,未実戦検証
第二章,"roam2_3_391:{""area"": 2, ""challengeTier"": 0}",4,【薔薇】オーリアン,2000,400686,28007,18999,13157,,未実戦検証
第二章,"roam2_3_391:{""area"": 2, ""challengeTier"": 1}",1,忘却の鎖士ラズィル,2360,593221,74714,27162,15509,,未実戦検証
第二章,"roam2_3_391:{""area"": 2, ""challengeTier"": 1}",2,灰燭の呪術師セネラ,2360,514478,44450,21071,19928,,未実戦検証
第二章,"roam2_3_391:{""area"": 2, ""challengeTier"": 1}",3,【薔薇】ノクテル,2360,593221,74714,27162,15509,,未実戦検証
第二章,"roam2_3_391:{""area"": 2, ""challengeTier"": 1}",4,【薔薇】オーリアン,2360,526820,36087,24578,16814,,未実戦検証
第二章,"roam2_3_391:{""area"": 2, ""challengeTier"": 2}",1,忘却の鎖士ラズィル,2720,739320,92425,33547,18956,,未実戦検証
第二章,"roam2_3_391:{""area"": 2, ""challengeTier"": 2}",2,灰燭の呪術師セネラ,2720,642002,55512,26245,24451,,未実戦検証
第二章,"roam2_3_391:{""area"": 2, ""challengeTier"": 2}",3,【薔薇】ノクテル,2720,739320,92425,33547,18956,,未実戦検証
第二章,"roam2_3_391:{""area"": 2, ""challengeTier"": 2}",4,【薔薇】オーリアン,2720,656562,44428,30334,20482,,未実戦検証
第二章,"roam2_3_391:{""area"": 2, ""challengeTier"": 3}",1,忘却の鎖士ラズィル,3080,889484,110667,40125,22411,,未実戦検証
第二章,"roam2_3_391:{""area"": 2, ""challengeTier"": 3}",2,灰燭の呪術師セネラ,3080,773031,66876,31564,28978,,未実戦検証
第二章,"roam2_3_391:{""area"": 2, ""challengeTier"": 3}",3,【薔薇】ノクテル,3080,889484,110667,40125,22411,,未実戦検証
第二章,"roam2_3_391:{""area"": 2, ""challengeTier"": 3}",4,【薔薇】オーリアン,3080,789914,53030,36265,24163,,未実戦検証
第二章,"roam2_3_391:{""area"": 2, ""challengeTier"": 4}",1,忘却の鎖士ラズィル,3440,1043722,129444,46899,25873,,未実戦検証
第二章,"roam2_3_391:{""area"": 2, ""challengeTier"": 4}",2,灰燭の呪術師セネラ,3440,907566,78541,37027,33511,,未実戦検証
第二章,"roam2_3_391:{""area"": 2, ""challengeTier"": 4}",3,【薔薇】ノクテル,3440,1043722,129444,46899,25873,,未実戦検証
第二章,"roam2_3_391:{""area"": 2, ""challengeTier"": 4}",4,【薔薇】オーリアン,3440,926884,61896,42376,27855,,未実戦検証
第二章,"roam2_3_391:{""area"": 2, ""challengeTier"": 5}",1,忘却の鎖士ラズィル,3800,1202031,148752,53868,29341,,未実戦検証
第二章,"roam2_3_391:{""area"": 2, ""challengeTier"": 5}",2,灰燭の呪術師セネラ,3800,1045607,90508,42637,38046,,未実戦検証
第二章,"roam2_3_391:{""area"": 2, ""challengeTier"": 5}",3,【薔薇】ノクテル,3800,1202031,148752,53868,29341,,未実戦検証
第二章,"roam2_3_391:{""area"": 2, ""challengeTier"": 5}",4,【薔薇】オーリアン,3800,1067468,71027,48662,31557,,未実戦検証
第二章,"roam4_4_391:{""area"": 4, ""challengeTier"": 0}",1,境律獣オルディア,5400,3243572,118940,67937,19120,,未実戦検証
第二章,"roam4_4_391:{""area"": 4, ""challengeTier"": 0}",2,星糸司アステラ,5400,2081260,57752,42613,23538,,未実戦検証
第二章,"roam4_4_391:{""area"": 4, ""challengeTier"": 0}",3,【封鍵】メリオラ,5400,2355733,147164,53773,22874,,未実戦検証
第二章,"roam4_4_391:{""area"": 4, ""challengeTier"": 0}",4,【封鍵】エリゼル,5400,2683516,102029,51319,22562,,未実戦検証
第二章,"roam4_4_391:{""area"": 4, ""challengeTier"": 1}",1,境律獣オルディア,6372,4266953,154045,88355,24406,,未実戦検証
第二章,"roam4_4_391:{""area"": 4, ""challengeTier"": 1}",2,星糸司アステラ,6372,2738852,76113,56162,29610,,未実戦検証
第二章,"roam4_4_391:{""area"": 4, ""challengeTier"": 1}",3,【封鍵】メリオラ,6372,3098152,190755,69867,28747,,未実戦検証
第二章,"roam4_4_391:{""area"": 4, ""challengeTier"": 1}",4,【封鍵】エリゼル,6372,3533264,134466,67635,28799,,未実戦検証
第二章,"roam4_4_391:{""area"": 4, ""challengeTier"": 2}",1,境律獣オルディア,7344,5317422,190224,109373,29718,,未実戦検証
第二章,"roam4_4_391:{""area"": 4, ""challengeTier"": 2}",2,星糸司アステラ,7344,3413792,94952,70063,35738,,未実戦検証
第二章,"roam4_4_391:{""area"": 4, ""challengeTier"": 2}",3,【封鍵】メリオラ,7344,3860273,235668,86439,34676,,未実戦検証
第二章,"roam4_4_391:{""area"": 4, ""challengeTier"": 2}",4,【封鍵】エリゼル,7344,4405320,167748,84375,35067,,未実戦検証
第二章,"roam4_4_391:{""area"": 4, ""challengeTier"": 3}",1,境律獣オルディア,8316,6395011,227487,130994,35057,,未実戦検証
第二章,"roam4_4_391:{""area"": 4, ""challengeTier"": 3}",2,星糸司アステラ,8316,4106102,114268,84316,41928,,未実戦検証
第二章,"roam4_4_391:{""area"": 4, ""challengeTier"": 3}",3,【封鍵】メリオラ,8316,4642120,281919,103491,40666,,未実戦検証
第二章,"roam4_4_391:{""area"": 4, ""challengeTier"": 3}",4,【封鍵】エリゼル,8316,5299703,201874,101540,41367,,未実戦検証
第二章,"roam4_4_391:{""area"": 4, ""challengeTier"": 4}",1,境律獣オルディア,9288,7499725,265833,153224,40423,,未実戦検証
第二章,"roam4_4_391:{""area"": 4, ""challengeTier"": 4}",2,星糸司アステラ,9288,4815782,134062,98921,48174,,未実戦検証
第二章,"roam4_4_391:{""area"": 4, ""challengeTier"": 4}",3,【封鍵】メリオラ,9288,5443700,329502,121026,46713,,未実戦検証
第二章,"roam4_4_391:{""area"": 4, ""challengeTier"": 4}",4,【封鍵】エリゼル,9288,6216413,236844,119129,47699,,未実戦検証
第二章,"roam4_4_391:{""area"": 4, ""challengeTier"": 5}",1,境律獣オルディア,10260,8631604,305276,176064,45816,,未実戦検証
第二章,"roam4_4_391:{""area"": 4, ""challengeTier"": 5}",2,星糸司アステラ,10260,5542854,154334,113879,54481,,未実戦検証
第二章,"roam4_4_391:{""area"": 4, ""challengeTier"": 5}",3,【封鍵】メリオラ,10260,6265043,378437,139048,52821,,未実戦検証
第二章,"roam4_4_391:{""area"": 4, ""challengeTier"": 5}",4,【封鍵】エリゼル,10260,7155469,272657,137143,54063,,未実戦検証
第二章,"roam1_3_392:{""area"": 1, ""challengeTier"": 0}",1,灰燭の呪術師セネラ,1400,230521,21855,9616,12946,,未実戦検証
第二章,"roam1_3_392:{""area"": 1, ""challengeTier"": 0}",2,封樹の衛兵グラント,1400,414347,21314,19314,7665,,未実戦検証
第二章,"roam1_3_392:{""area"": 1, ""challengeTier"": 0}",3,【誓姫】リリエット,1400,263539,35799,11895,9508,,未実戦検証
第二章,"roam1_3_392:{""area"": 1, ""challengeTier"": 0}",4,【誓姫】ロゼット,1400,345289,21314,16368,7665,,未実戦検証
第二章,"roam1_3_392:{""area"": 1, ""challengeTier"": 1}",1,灰燭の呪術師セネラ,1652,303928,28854,12639,16691,,未実戦検証
第二章,"roam1_3_392:{""area"": 1, ""challengeTier"": 1}",2,封樹の衛兵グラント,1652,545346,27690,25038,10008,,未実戦検証
第二章,"roam1_3_392:{""area"": 1, ""challengeTier"": 1}",3,【誓姫】リリエット,1652,347198,46766,15520,12277,,未実戦検証
第二章,"roam1_3_392:{""area"": 1, ""challengeTier"": 1}",4,【誓姫】ロゼット,1652,454455,27690,21219,10008,,未実戦検証
第二章,"roam1_3_392:{""area"": 1, ""challengeTier"": 2}",1,灰燭の呪術師セネラ,1904,379489,36056,15753,20442,,未実戦検証
第二章,"roam1_3_392:{""area"": 1, ""challengeTier"": 2}",2,封樹の衛兵グラント,1904,680227,34268,30949,12347,,未実戦検証
第二章,"roam1_3_392:{""area"": 1, ""challengeTier"": 2}",3,【誓姫】リリエット,1904,433322,58069,19258,15048,,未実戦検証
第二章,"roam1_3_392:{""area"": 1, ""challengeTier"": 2}",4,【誓姫】ロゼット,1904,566856,34268,26228,12347,,未実戦検証
第二章,"roam1_3_392:{""area"": 1, ""challengeTier"": 3}",1,灰燭の呪術師セネラ,2156,457205,43463,18958,24198,,未実戦検証
第二章,"roam1_3_392:{""area"": 1, ""challengeTier"": 3}",2,封樹の衛兵グラント,2156,818990,41048,37041,14686,,未実戦検証
第二章,"roam1_3_392:{""area"": 1, ""challengeTier"": 3}",3,【誓姫】リリエット,2156,521912,69711,23109,17823,,未実戦検証
第二章,"roam1_3_392:{""area"": 1, ""challengeTier"": 3}",4,【誓姫】ロゼット,2156,682492,41048,31391,14686,,未実戦検証
第二章,"roam1_3_392:{""area"": 1, ""challengeTier"": 4}",1,灰燭の呪術師セネラ,2408,537078,51074,22253,27959,,未実戦検証
第二章,"roam1_3_392:{""area"": 1, ""challengeTier"": 4}",2,封樹の衛兵グラント,2408,961638,48033,43318,17024,,未実戦検証
第二章,"roam1_3_392:{""area"": 1, ""challengeTier"": 4}",3,【誓姫】リリエット,2408,612969,81693,27073,20602,,未実戦検証
第二章,"roam1_3_392:{""area"": 1, ""challengeTier"": 4}",4,【誓姫】ロゼット,2408,801365,48033,36710,17024,,未実戦検証
第二章,"roam1_3_392:{""area"": 1, ""challengeTier"": 5}",1,灰燭の呪術師セネラ,2660,619108,58888,25639,31724,,未実戦検証
第二章,"roam1_3_392:{""area"": 1, ""challengeTier"": 5}",2,封樹の衛兵グラント,2660,1108175,55221,49783,19358,,未実戦検証
第二章,"roam1_3_392:{""area"": 1, ""challengeTier"": 5}",3,【誓姫】リリエット,2660,706496,94014,31150,23382,,未実戦検証
第二章,"roam1_3_392:{""area"": 1, ""challengeTier"": 5}",4,【誓姫】ロゼット,2660,923479,55221,42189,19358,,未実戦検証
第二章,"roam3_1_392:{""area"": 3, ""challengeTier"": 0}",1,【月狐】カグラ,2800,775851,88461,31481,17101,,未実戦検証
第二章,"roam3_1_392:{""area"": 3, ""challengeTier"": 0}",2,【月狐】サヨ,2800,682270,42330,24703,19236,,未実戦検証
第二章,"roam3_1_392:{""area"": 3, ""challengeTier"": 0}",3,霜鐘梟ノクティア,2800,673587,50545,23690,22327,,未実戦検証
第二章,"roam3_1_392:{""area"": 3, ""challengeTier"": 1}",1,【月狐】カグラ,3304,1018637,114481,40833,21534,,未実戦検証
第二章,"roam3_1_392:{""area"": 3, ""challengeTier"": 1}",2,【月狐】サヨ,3304,896886,54461,32575,24035,,未実戦検証
第二章,"roam3_1_392:{""area"": 3, ""challengeTier"": 1}",3,霜鐘梟ノクティア,3304,885900,66651,31239,28202,,未実戦検証
第二章,"roam3_1_392:{""area"": 3, ""challengeTier"": 2}",1,【月狐】カグラ,3808,1268164,141298,50466,25998,,未実戦検証
第二章,"roam3_1_392:{""area"": 3, ""challengeTier"": 2}",2,【月狐】サヨ,3808,1117415,66977,40659,28878,,未実戦検証
第二章,"roam3_1_392:{""area"": 3, ""challengeTier"": 2}",3,霜鐘梟ノクティア,3808,1104043,83191,38991,34114,,未実戦検証
第二章,"roam3_1_392:{""area"": 3, ""challengeTier"": 3}",1,【月狐】カグラ,4312,1524445,168910,60382,30491,,未実戦検証
第二章,"roam3_1_392:{""area"": 3, ""challengeTier"": 3}",2,【月狐】サヨ,4312,1343861,79880,48956,33760,,未実戦検証
第二章,"roam3_1_392:{""area"": 3, ""challengeTier"": 3}",3,霜鐘梟ノクティア,4312,1328020,100165,46947,40060,,未実戦検証
第二章,"roam3_1_392:{""area"": 3, ""challengeTier"": 4}",1,【月狐】カグラ,4816,1787485,197331,70584,35016,,未実戦検証
第二章,"roam3_1_392:{""area"": 3, ""challengeTier"": 4}",2,【月狐】サヨ,4816,1576230,93177,57465,38687,,未実戦検証
第二章,"roam3_1_392:{""area"": 3, ""challengeTier"": 4}",3,霜鐘梟ノクティア,4816,1557835,117574,55106,46044,,未実戦検証
第二章,"roam3_1_392:{""area"": 3, ""challengeTier"": 5}",1,【月狐】カグラ,5320,2057295,226561,81070,39571,,未実戦検証
第二章,"roam3_1_392:{""area"": 3, ""challengeTier"": 5}",2,【月狐】サヨ,5320,1814527,106866,66185,43656,,未実戦検証
第二章,"roam3_1_392:{""area"": 3, ""challengeTier"": 5}",3,霜鐘梟ノクティア,5320,1793494,135418,63470,52063,,未実戦検証
第二章,"roam4_3_392:{""area"": 4, ""challengeTier"": 0}",1,白紙の執政官ルクシオン,5200,2799342,95571,54346,18473,,未実戦検証
第二章,"roam4_3_392:{""area"": 4, ""challengeTier"": 0}",2,【終始】アエリエル,5200,2348894,112814,55810,19382,,未実戦検証
第二章,"roam4_3_392:{""area"": 4, ""challengeTier"": 0}",3,【終始】ヴェスペラ,5200,2031231,97659,42644,22145,,未実戦検証
第二章,"roam4_3_392:{""area"": 4, ""challengeTier"": 0}",4,星機匣ミメリア,5200,2031231,97659,42644,22145,,未実戦検証
第二章,"roam4_3_392:{""area"": 4, ""challengeTier"": 1}",1,白紙の執政官ルクシオン,6136,3685282,125956,71624,23570,,未実戦検証
第二章,"roam4_3_392:{""area"": 4, ""challengeTier"": 1}",2,【終始】アエリエル,6136,3089696,145896,71980,25056,,未実戦検証
第二章,"roam4_3_392:{""area"": 4, ""challengeTier"": 1}",3,【終始】ヴェスペラ,6136,2673642,127541,56202,27809,,未実戦検証
第二章,"roam4_3_392:{""area"": 4, ""challengeTier"": 1}",4,星機匣ミメリア,6136,2673642,127541,56202,27809,,未実戦検証
第二章,"roam4_3_392:{""area"": 4, ""challengeTier"": 2}",1,白紙の執政官ルクシオン,7072,4594512,157131,89351,28694,,未実戦検証
第二章,"roam4_3_392:{""area"": 4, ""challengeTier"": 2}",2,【終始】アエリエル,7072,3850128,180003,88662,30739,,未実戦検証
第二章,"roam4_3_392:{""area"": 4, ""challengeTier"": 2}",3,【終始】ヴェスペラ,7072,3332968,158270,70112,33533,,未実戦検証
第二章,"roam4_3_392:{""area"": 4, ""challengeTier"": 2}",4,星機匣ミメリア,7072,3332968,158270,70112,33533,,未実戦検証
第二章,"roam4_3_392:{""area"": 4, ""challengeTier"": 3}",1,白紙の執政官ルクシオン,8008,5527036,189097,107528,33842,,未実戦検証
第二章,"roam4_3_392:{""area"": 4, ""challengeTier"": 3}",2,【終始】アエリエル,8008,4630189,215135,105859,36429,,未実戦検証
第二章,"roam4_3_392:{""area"": 4, ""challengeTier"": 3}",3,【終始】ヴェスペラ,8008,4009210,189844,84375,39311,,未実戦検証
第二章,"roam4_3_392:{""area"": 4, ""challengeTier"": 3}",4,星機匣ミメリア,8008,4009210,189844,84375,39311,,未実戦検証
第二章,"roam4_3_392:{""area"": 4, ""challengeTier"": 4}",1,白紙の執政官ルクシオン,8944,6482866,221853,126154,39017,,未実戦検証
第二章,"roam4_3_392:{""area"": 4, ""challengeTier"": 4}",2,【終始】アエリエル,8944,5429904,251305,123574,42128,,未実戦検証
第二章,"roam4_3_392:{""area"": 4, ""challengeTier"": 4}",3,【終始】ヴェスペラ,8944,4702379,222271,98991,45147,,未実戦検証
第二章,"roam4_3_392:{""area"": 4, ""challengeTier"": 4}",4,星機匣ミメリア,8944,4702379,222271,98991,45147,,未実戦検証
第二章,"roam4_3_392:{""area"": 4, ""challengeTier"": 5}",1,白紙の執政官ルクシオン,9880,7462014,255401,145231,44218,,未実戦検証
第二章,"roam4_3_392:{""area"": 4, ""challengeTier"": 5}",2,【終始】アエリエル,9880,6249280,288515,141812,47835,,未実戦検証
第二章,"roam4_3_392:{""area"": 4, ""challengeTier"": 5}",3,【終始】ヴェスペラ,9880,5412485,255549,113960,51040,,未実戦検証
第二章,"roam4_3_392:{""area"": 4, ""challengeTier"": 5}",4,星機匣ミメリア,9880,5412485,255549,113960,51040,,未実戦検証
第二章,"roam0_1_elite393:{""area"": 0, ""eliteTier393"": 1, ""challengeTier"": 0}",1,【鏡侍女】リュネ,1208,186206,16960,11921,4083,,未実戦検証
第二章,"roam0_1_elite393:{""area"": 0, ""eliteTier393"": 1, ""challengeTier"": 0}",2,【鏡侍女】ロゼ,1208,139542,22654,8156,5744,,未実戦検証
第二章,"roam0_1_elite393:{""area"": 0, ""eliteTier393"": 1, ""challengeTier"": 0}",3,根灯の短剣姫リティア,1208,124891,11816,7767,5875,,未実戦検証
第二章,"roam0_1_elite393:{""area"": 0, ""eliteTier393"": 1, ""challengeTier"": 0}",4,封樹の衛兵グラント,1208,223447,14373,14067,4083,,未実戦検証
第二章,"roam0_1_elite393:{""area"": 0, ""eliteTier393"": 2, ""challengeTier"": 0}",1,【鏡侍女】リュネ,1418,270652,27136,18326,4502,,未実戦検証
第二章,"roam0_1_elite393:{""area"": 0, ""eliteTier393"": 2, ""challengeTier"": 0}",2,【鏡侍女】ロゼ,1418,209611,35373,12444,6866,,未実戦検証
第二章,"roam0_1_elite393:{""area"": 0, ""eliteTier393"": 2, ""challengeTier"": 0}",3,根灯の短剣姫リティア,1418,186218,19562,11474,8039,,未実戦検証
第二章,"roam0_1_elite393:{""area"": 0, ""eliteTier393"": 2, ""challengeTier"": 0}",4,封樹の衛兵グラント,1418,324782,22997,21625,4502,,未実戦検証
第二章,"roam0_1_elite393:{""area"": 0, ""eliteTier393"": 3, ""challengeTier"": 0}",1,【鏡侍女】リュネ,1680,392264,44276,25520,5622,,未実戦検証
第二章,"roam0_1_elite393:{""area"": 0, ""eliteTier393"": 3, ""challengeTier"": 0}",2,【鏡侍女】ロゼ,1680,324637,55852,16312,11825,,未実戦検証
第二章,"roam0_1_elite393:{""area"": 0, ""eliteTier393"": 3, ""challengeTier"": 0}",3,根灯の短剣姫リティア,1680,267518,30147,8057,14530,,未実戦検証
第二章,"roam0_1_elite393:{""area"": 0, ""eliteTier393"": 3, ""challengeTier"": 0}",4,封樹の衛兵グラント,1680,470717,37522,30114,5622,,未実戦検証
第二章,"roam0_3_elite393:{""area"": 0, ""eliteTier393"": 1, ""challengeTier"": 0}",1,【紅羽】ニゼル,1208,123738,17552,7238,8274,,未実戦検証
第二章,"roam0_3_elite393:{""area"": 0, ""eliteTier393"": 1, ""challengeTier"": 0}",2,【紅羽】シャルネ,1208,139542,22654,8156,5744,,未実戦検証
第二章,"roam0_3_elite393:{""area"": 0, ""eliteTier393"": 1, ""challengeTier"": 0}",3,栞の書姫ティレア,1208,124891,11816,7767,5875,,未実戦検証
第二章,"roam0_3_elite393:{""area"": 0, ""eliteTier393"": 1, ""challengeTier"": 0}",4,棘盾獣バルク,1208,223447,13790,14160,4224,,未実戦検証
第二章,"roam0_3_elite393:{""area"": 0, ""eliteTier393"": 2, ""challengeTier"": 0}",1,【紅羽】ニゼル,1418,187933,27933,11384,10109,,未実戦検証
第二章,"roam0_3_elite393:{""area"": 0, ""eliteTier393"": 2, ""challengeTier"": 0}",2,【紅羽】シャルネ,1418,209611,35373,12444,6866,,未実戦検証
第二章,"roam0_3_elite393:{""area"": 0, ""eliteTier393"": 2, ""challengeTier"": 0}",3,栞の書姫ティレア,1418,186218,19562,11474,8039,,未実戦検証
第二章,"roam0_3_elite393:{""area"": 0, ""eliteTier393"": 2, ""challengeTier"": 0}",4,棘盾獣バルク,1418,324782,21169,21412,4502,,未実戦検証
第二章,"roam0_3_elite393:{""area"": 0, ""eliteTier393"": 3, ""challengeTier"": 0}",1,【紅羽】ニゼル,1680,279854,41239,13426,18473,,未実戦検証
第二章,"roam0_3_elite393:{""area"": 0, ""eliteTier393"": 3, ""challengeTier"": 0}",2,【紅羽】シャルネ,1680,324637,55852,16312,11825,,未実戦検証
第二章,"roam0_3_elite393:{""area"": 0, ""eliteTier393"": 3, ""challengeTier"": 0}",3,栞の書姫ティレア,1680,267518,30147,8057,14530,,未実戦検証
第二章,"roam0_3_elite393:{""area"": 0, ""eliteTier393"": 3, ""challengeTier"": 0}",4,棘盾獣バルク,1680,470717,31733,31396,4667,,未実戦検証
第二章,"roam0_4_elite393:{""area"": 0, ""eliteTier393"": 1, ""challengeTier"": 0}",1,【薬毒】ミレア,1208,124891,8228,6730,6015,,未実戦検証
第二章,"roam0_4_elite393:{""area"": 0, ""eliteTier393"": 1, ""challengeTier"": 0}",2,【薬毒】ヴィオラ,1208,120309,12067,6119,7943,,未実戦検証
第二章,"roam0_4_elite393:{""area"": 0, ""eliteTier393"": 1, ""challengeTier"": 0}",3,芽灯虫コロル,1208,120309,12067,6119,6731,,未実戦検証
第二章,"roam0_4_elite393:{""area"": 0, ""eliteTier393"": 1, ""challengeTier"": 0}",4,煤紫の剣魔リリカ,1208,167450,19198,9624,5744,,未実戦検証
