対象ID,編成,種族ID,Lv,記録済試行数,勝利数,勝率%,平均R,例外
team:42,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,460,100,100,100,4.1,
team:50,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,550,100,100,100,6.24,
team:50,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,550,100,100,100,6.77,
team:50,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,550,100,100,100,6.06,
team:58,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,640,100,100,100,1.82,
team:58,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,640,100,100,100,2.03,
team:58,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,640,100,100,100,2.31,
team:66,【星糸】セレス / 【星糸】ルミナ / 【誓姫】リリエット / 【誓姫】ロゼット,ch2_celes / ch2_lumina / ch2_lyriet / ch2_rosette,730,100,100,100,2.42,
team:66,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,730,100,100,100,2.78,
team:66,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,730,100,100,100,2.93,
team:74,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,820,100,100,100,1.28,
team:74,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,820,100,100,100,1.65,
team:74,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,820,100,100,100,2,
team:82,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,910,100,100,100,3.44,
team:82,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,910,100,100,100,4.33,
team:82,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,910,100,100,100,4.48,
team:90,【月狐】カグラ / 【月狐】サヨ / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_kagura / ch2_sayo / ch2_ferne / ch2_clarisse,990,100,99,99.0,4.72,
team:90,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,990,100,97,97.0,7.2,
team:90,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,990,100,100,100,6.84,
manual:abyss_wrath:manifest100,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,10000,100,100,100,1,
manual:abyss_wrath:manifest100,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,10000,100,100,100,1,
manual:abyss_wrath:manifest100,【硝子】セリア / 【硝子】カルミア / 封書の小剣姫ルメア / 夜灯の従騎フィオラ,ch2_seria / ch2_carmia / ch2_lumea / ch2_fiora,10000,100,100,100,1.04,
manual:abyss_sloth:manifest100,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,10000,100,100,100,1,
manual:abyss_sloth:manifest100,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,10000,100,100,100,1.04,
manual:abyss_sloth:manifest100,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,10000,100,100,100,1,
manual:abyss_lust:manifest100,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,10000,100,100,100,1.01,
manual:abyss_lust:manifest100,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,10000,100,100,100,1,
manual:abyss_lust:manifest100,【硝子】セリア / 【硝子】カルミア / 封書の小剣姫ルメア / 夜灯の従騎フィオラ,ch2_seria / ch2_carmia / ch2_lumea / ch2_fiora,10000,100,100,100,1.2,
manual:ten_time:manifest100,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,10000,100,100,100,1.56,
manual:ten_time:manifest100,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,10000,100,100,100,1.11,
manual:ten_time:manifest100,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,10000,100,100,100,1.13,
manual:ten_life:manifest100,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,10000,100,100,100,1.11,
manual:ten_life:manifest100,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,10000,100,100,100,1,
manual:ten_life:manifest100,【月狐】カグラ / 【月狐】サヨ / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_kagura / ch2_sayo / ch2_ferne / ch2_clarisse,10000,100,100,100,1.01,
manual:ten_fate:manifest100,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,10000,100,100,100,1.77,
manual:ten_fate:manifest100,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,10000,100,100,100,1.36,
manual:ten_fate:manifest100,【竜姫】ドラシア / 【竜姫】リュシエ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_dracia / ch2_rucie / ch2_mirea / ch2_viola,10000,100,100,100,1.37,
manual:ten_dominion:manifest100,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,10000,100,100,100,1,
manual:ten_dominion:manifest100,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,10000,100,100,100,1.03,
manual:ten_dominion:manifest100,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,10000,100,100,100,1.01,
manual:ten_end:manifest100,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,10000,100,100,100,1.02,
manual:ten_end:manifest100,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,10000,100,100,100,1.01,
manual:ten_end:manifest100,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,10000,100,100,100,1.01,
chapter:a1_patrol:3,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,2156,100,100,100,1,
chapter:a1_patrol:3,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,2156,100,100,100,1,
chapter:a1_patrol:3,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,2156,100,100,100,1,
chapter:a1_west:5,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,2774,100,100,100,1,
chapter:a1_west:5,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,2774,100,100,100,1,
chapter:a1_west:5,【硝子】セリア / 【硝子】カルミア / 封書の小剣姫ルメア / 夜灯の従騎フィオラ,ch2_seria / ch2_carmia / ch2_lumea / ch2_fiora,2774,100,100,100,1.01,
chapter:a1_heart:1,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,1864,100,100,100,1.04,
chapter:a1_heart:1,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,1864,100,100,100,1.01,
chapter:a1_heart:1,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,1864,100,100,100,1.04,
chapter:a2_patrol:3,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,3080,100,100,100,1,
chapter:a2_patrol:3,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,3080,100,100,100,1,
chapter:a2_patrol:3,【硝子】セリア / 【硝子】カルミア / 封書の小剣姫ルメア / 夜灯の従騎フィオラ,ch2_seria / ch2_carmia / ch2_lumea / ch2_fiora,3080,100,100,100,1.03,
chapter:a2_west:5,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,3914,100,100,100,1,
chapter:a2_west:5,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,3914,100,100,100,1.01,
chapter:a2_west:5,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,3914,100,100,100,1,
chapter:a2_heart:1,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,2572,100,100,100,1.03,
chapter:a2_heart:1,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,2572,100,100,100,1,
chapter:a2_heart:1,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,2572,100,100,100,1.02,
chapter:a3_patrol:3,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,4312,100,100,100,1.03,
chapter:a3_patrol:3,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,4312,100,100,100,1.32,
chapter:a3_patrol:3,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,4312,100,100,100,1,
chapter:a3_west:5,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,5434,100,100,100,1.04,
chapter:a3_west:5,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,5434,100,100,100,1.01,
chapter:a3_west:5,【竜姫】ドラシア / 【竜姫】リュシエ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_dracia / ch2_rucie / ch2_mirea / ch2_viola,5434,100,100,100,1.02,
chapter:a3_heart:1,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,3516,100,100,100,3.48,
chapter:a3_heart:1,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,3516,100,88,88.0,16.3,
chapter:a3_heart:1,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,3516,100,23,23.0,4.02,
chapter:a3_heart:1,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,3516,100,2,2.0,7.53,
chapter:a3_heart:1,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,3516,100,94,94.0,6.73,
chapter:a4_patrol:3,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,5852,100,100,100,1,
chapter:a4_patrol:3,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,5852,100,100,100,1,
chapter:a4_patrol:3,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,5852,100,100,100,1,
chapter:a4_west:5,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,7334,100,100,100,1.07,
chapter:a4_west:5,【星糸】セレス / 【星糸】ルミナ / 【誓姫】リリエット / 【誓姫】ロゼット,ch2_celes / ch2_lumina / ch2_lyriet / ch2_rosette,7334,100,100,100,1.06,
chapter:a4_west:5,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,7334,100,100,100,1.01,
chapter:a4_heart:1,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,4696,100,100,100,2.11,
chapter:a4_heart:1,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,4696,100,100,100,3.97,
chapter:a4_heart:1,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,4696,100,100,100,2.98,
chapter:patrol:3,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,1617,100,100,100,1,
chapter:patrol:3,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,1617,100,100,100,1,
chapter:patrol:3,【硝子】セリア / 【硝子】カルミア / 封書の小剣姫ルメア / 夜灯の従騎フィオラ,ch2_seria / ch2_carmia / ch2_lumea / ch2_fiora,1617,100,100,100,1,
chapter:west:5,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,2090,100,100,100,1,
chapter:west:5,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,2090,100,100,100,1,
chapter:west:5,【硝子】セリア / 【硝子】カルミア / 封書の小剣姫ルメア / 夜灯の従騎フィオラ,ch2_seria / ch2_carmia / ch2_lumea / ch2_fiora,2090,100,100,100,1,
chapter:heart:1,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,1416,100,100,100,1,
chapter:heart:1,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,1416,100,100,100,1.01,
chapter:heart:1,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,1416,100,100,100,1,
chapter:vault0:3,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,2541,100,100,100,1.35,
chapter:vault0:3,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,2541,100,100,100,1.01,
chapter:vault0:3,【竜姫】ドラシア / 【竜姫】リュシエ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_dracia / ch2_rucie / ch2_mirea / ch2_viola,2541,100,100,100,1,
chapter:roam0_1:5,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,1995,100,100,100,1,
chapter:roam0_1:5,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,1995,100,100,100,1,
chapter:roam0_1:5,【硝子】セリア / 【硝子】カルミア / 封書の小剣姫ルメア / 夜灯の従騎フィオラ,ch2_seria / ch2_carmia / ch2_lumea / ch2_fiora,1995,100,100,100,1,
chapter:roam0_4:1,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,1239,100,100,100,1,
chapter:roam0_4:1,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,1239,100,100,100,1,
chapter:roam0_4:1,【硝子】セリア / 【硝子】カルミア / 封書の小剣姫ルメア / 夜灯の従騎フィオラ,ch2_seria / ch2_carmia / ch2_lumea / ch2_fiora,1239,100,100,100,1,
chapter:vault1:3,【星糸】セレス / 【星糸】ルミナ / 【誓姫】リリエット / 【誓姫】ロゼット,ch2_celes / ch2_lumina / ch2_lyriet / ch2_rosette,3557,100,100,100,1.05,
chapter:vault1:3,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,3557,100,100,100,1.03,
chapter:vault1:3,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,3557,100,100,100,2,
chapter:roam1_1:5,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,4940,100,100,100,1,
chapter:roam1_1:5,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,4940,100,100,100,1.14,
chapter:roam1_1:5,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,4940,100,100,100,1.01,
chapter:roam1_4:1,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,1652,100,100,100,1,
chapter:roam1_4:1,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,1652,100,100,100,1,
chapter:roam1_4:1,【硝子】セリア / 【硝子】カルミア / 封書の小剣姫ルメア / 夜灯の従騎フィオラ,ch2_seria / ch2_carmia / ch2_lumea / ch2_fiora,1652,100,100,100,1,
chapter:vault2:3,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,5082,100,100,100,1,
chapter:vault2:3,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,5082,100,100,100,2,
chapter:vault2:3,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,5082,100,100,100,1.11,
chapter:roam2_1:5,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,3800,100,100,100,1,
chapter:roam2_1:5,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,3800,100,100,100,1,
chapter:roam2_1:5,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,3800,100,100,100,1,
chapter:roam2_4:1,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,2360,100,100,100,1,
chapter:roam2_4:1,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,2360,100,100,100,1,
chapter:roam2_4:1,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,2360,100,100,100,1,
chapter:vault3:3,【竜姫】ドラシア / 【竜姫】リュシエ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_dracia / ch2_rucie / ch2_mirea / ch2_viola,7115,100,100,100,2.46,
chapter:vault3:3,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,7115,100,100,100,3,
chapter:vault3:3,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,7115,100,100,100,2.05,
chapter:roam3_1:5,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,5320,100,100,100,1,
chapter:roam3_1:5,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,5320,100,100,100,1,
chapter:roam3_1:5,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,5320,100,100,100,1,
chapter:roam3_4:1,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,5074,100,100,100,2,
chapter:roam3_4:1,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,5074,100,100,100,1.19,
chapter:roam3_4:1,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,5074,100,100,100,1.94,
chapter:vault4:3,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,9656,100,100,100,2,
chapter:vault4:3,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,9656,100,100,100,3,
chapter:vault4:3,【星糸】セレス / 【星糸】ルミナ / 【誓姫】リリエット / 【誓姫】ロゼット,ch2_celes / ch2_lumina / ch2_lyriet / ch2_rosette,9656,100,100,100,2.03,
chapter:roam4_1:5,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,10000,100,100,100,2,
chapter:roam4_1:5,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,10000,100,100,100,1.16,
chapter:roam4_1:5,【星糸】セレス / 【星糸】ルミナ / 【誓姫】リリエット / 【誓姫】ロゼット,ch2_celes / ch2_lumina / ch2_lyriet / ch2_rosette,10000,100,100,100,2,
chapter:roam4_4:1,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,6372,100,100,100,2,
chapter:roam4_4:1,【星糸】セレス / 【星糸】ルミナ / 【誓姫】リリエット / 【誓姫】ロゼット,ch2_celes / ch2_lumina / ch2_lyriet / ch2_rosette,6372,100,100,100,2.1,
