"対象ID","編成ID","キャラ","種族ID","Lv","スキル1","スキル2","スキル3","スキル4","スキルID"
"chapter:roam3_3:4","11","【剣姫】ネメシア","ch2_nemesia","8256","黒頁の終剣","夜に閉ざす挽歌","夜冠・記録の断章","最後の頁を護る者","ch2_nemesia__sever / ch2_nemesia__elegy / ch2_nemesia__night / ch2_nemesia__resolve"
"chapter:roam3_3:4","11","【剣姫】エヴェリア","ch2_everia","8256","白頁に刻む聖剣","暁冠・未来の一閃","続いてゆく朝の約束","白紙からの再記録","ch2_everia__future / ch2_everia__dawn / ch2_everia__promise / ch2_everia__rewrite"
"chapter:roam3_3:4","11","【双鐘】フェルネ","ch2_ferne","8256","静寂を破る返響","宵鐘・鎮めの槌","黒鐘楼の守り","宵の弔鐘","ch2_ferne__echo / ch2_ferne__toll / ch2_ferne__belfry / ch2_ferne__vespers"
"chapter:roam3_3:4","11","【双鐘】クラリス","ch2_clarisse","8256","青晶の審鐘","暁鐘・偽りの加護崩し","夜明けの祝鐘","澄鐘の赦し","ch2_clarisse__chime / ch2_clarisse__dawn / ch2_clarisse__benison / ch2_clarisse__absolve"
"chapter:roam3_3:4","0","【鏡侍女】リュネ","ch2_ryune","8256","蒼鏡剣","鏡面の霜刃","湖鏡の庇護","曇りなき鏡","ch2_ryune__edge / ch2_ryune__frost / ch2_ryune__mirror / ch2_ryune__polish"
"chapter:roam3_3:4","0","【鏡侍女】ロゼ","ch2_rose","8256","紅鏡砕き","薔薇の円舞","妹の強がり","紅鏡の号令","ch2_rose__shatter / ch2_rose__sweep / ch2_rose__courage / ch2_rose__chime"
"chapter:roam3_3:4","0","【聖翼】アウレ","ch2_aure","8256","太陽剣・払暁","金羽の剣雨","暁の誓い","暁翼の祝福","ch2_aure__sun / ch2_aure__feather / ch2_aure__oath / ch2_aure__dawn"
"chapter:roam3_3:4","0","【聖翼】ノエル","ch2_noelle","8256","月冠の光条","白翼の結界","宵の聖歌","星屑の洗礼","ch2_noelle__moon / ch2_noelle__wing / ch2_noelle__vesper / ch2_noelle__stars"
"chapter:roam3_3:5","8","【返誓】ロスティア","ch2_rostia","9120","誓盾の押し返し","黒盾・不退の城壁","帰還を待つ誓い","黒冠の祓い","ch2_rostia__rebuke / ch2_rostia__bastion / ch2_rostia__vow / ch2_rostia__clean"
"chapter:roam3_3:5","8","【返誓】アルテア","ch2_althea","9120","返誓・紅剣一閃","偽りの誓い断ち","紅冠の剣雨","帰還の決意","ch2_althea__return / ch2_althea__sunder / ch2_althea__sweep / ch2_althea__resolve"
"chapter:roam3_3:5","8","【星刻】エイレーネ","ch2_eirene","9120","失秒の星刃","凍星の封書","蒼刻・止まる秒針","蒼砂の再構成","ch2_eirene__rewind / ch2_eirene__silence / ch2_eirene__still / ch2_eirene__hourglass"
"chapter:roam3_3:5","8","【星刻】イリデル","ch2_iridelle","9120","未明を拓く星剣","緋刻・裂ける時環","双刻の星環","未来への解呪","ch2_iridelle__future / ch2_iridelle__advance / ch2_iridelle__orbit / ch2_iridelle__dawn"
"chapter:roam3_3:5","11","【剣姫】ネメシア","ch2_nemesia","9120","黒頁の終剣","夜に閉ざす挽歌","夜冠・記録の断章","最後の頁を護る者","ch2_nemesia__sever / ch2_nemesia__elegy / ch2_nemesia__night / ch2_nemesia__resolve"
"chapter:roam3_3:5","11","【剣姫】エヴェリア","ch2_everia","9120","白頁に刻む聖剣","暁冠・未来の一閃","続いてゆく朝の約束","白紙からの再記録","ch2_everia__future / ch2_everia__dawn / ch2_everia__promise / ch2_everia__rewrite"
"chapter:roam3_3:5","11","【双鐘】フェルネ","ch2_ferne","9120","静寂を破る返響","宵鐘・鎮めの槌","黒鐘楼の守り","宵の弔鐘","ch2_ferne__echo / ch2_ferne__toll / ch2_ferne__belfry / ch2_ferne__vespers"
"chapter:roam3_3:5","11","【双鐘】クラリス","ch2_clarisse","9120","青晶の審鐘","暁鐘・偽りの加護崩し","夜明けの祝鐘","澄鐘の赦し","ch2_clarisse__chime / ch2_clarisse__dawn / ch2_clarisse__benison / ch2_clarisse__absolve"
"chapter:roam3_3:5","9","【星糸】セレス","ch2_celes","9120","星針の裁縫","加護の糸切り","星糸の仮縫い","星幕の仕立て","ch2_celes__needle / ch2_celes__unpick / ch2_celes__thread / ch2_celes__veil"
"chapter:roam3_3:5","9","【星糸】ルミナ","ch2_lumina","9120","星刃・花舞","終幕の流星","星姫の礼","開演の合図","ch2_lumina__cut / ch2_lumina__shower / ch2_lumina__curtsy / ch2_lumina__rehearsal"
"chapter:roam3_3:5","9","【誓姫】リリエット","ch2_lyriet","9120","誓剣・蒼き追討","蒼誓・凍てる切先","蒼刃の半月","退かぬ誓い","ch2_lyriet__oath / ch2_lyriet__frost / ch2_lyriet__arc / ch2_lyriet__rally"
"chapter:roam3_3:5","9","【誓姫】ロゼット","ch2_rosette","9120","帰還の剣","紅盾の押し返し","紅誓・帰る場所","誓いの灯火","ch2_rosette__return / ch2_rosette__bash / ch2_rosette__bastion / ch2_rosette__shelter"
"chapter:roam3_4:0","8","【返誓】ロスティア","ch2_rostia","4300","誓盾の押し返し","黒盾・不退の城壁","帰還を待つ誓い","黒冠の祓い","ch2_rostia__rebuke / ch2_rostia__bastion / ch2_rostia__vow / ch2_rostia__clean"
"chapter:roam3_4:0","8","【返誓】アルテア","ch2_althea","4300","返誓・紅剣一閃","偽りの誓い断ち","紅冠の剣雨","帰還の決意","ch2_althea__return / ch2_althea__sunder / ch2_althea__sweep / ch2_althea__resolve"
"chapter:roam3_4:0","8","【星刻】エイレーネ","ch2_eirene","4300","失秒の星刃","凍星の封書","蒼刻・止まる秒針","蒼砂の再構成","ch2_eirene__rewind / ch2_eirene__silence / ch2_eirene__still / ch2_eirene__hourglass"
"chapter:roam3_4:0","8","【星刻】イリデル","ch2_iridelle","4300","未明を拓く星剣","緋刻・裂ける時環","双刻の星環","未来への解呪","ch2_iridelle__future / ch2_iridelle__advance / ch2_iridelle__orbit / ch2_iridelle__dawn"
"chapter:roam3_4:0","3","【霊符】シオン","ch2_shion","4300","冥路の紅扇","加護ほどき","幽符・閉命","冥衣の護符","ch2_shion__fan / ch2_shion__unseal / ch2_shion__seal / ch2_shion__robe"
"chapter:roam3_4:0","3","【霊符】スイレン","ch2_suiren","4300","霊灯の子守歌","還魂の小鈴","蒼鈴の残響","清鈴の響き","ch2_suiren__lullaby / ch2_suiren__bell / ch2_suiren__frost / ch2_suiren__wash"
"chapter:roam3_4:0","3","【日月】ルナリア","ch2_lunaria","4300","欠月の追輪","月冥・欠けゆく夜","月蝕の魔力封じ","黒月の羽衣","ch2_lunaria__crescent / ch2_lunaria__waning / ch2_lunaria__eclipse / ch2_lunaria__mantle"
"chapter:roam3_4:0","3","【日月】ソラリア","ch2_solaria","4300","白昼の天光","日輪・朝焼けの裁き","日輪の天蓋","巡る朝の祝福","ch2_solaria__zenith / ch2_solaria__sunrise / ch2_solaria__corona / ch2_solaria__renewal"
"chapter:roam3_4:0","9","【星糸】セレス","ch2_celes","4300","星針の裁縫","加護の糸切り","星糸の仮縫い","星幕の仕立て","ch2_celes__needle / ch2_celes__unpick / ch2_celes__thread / ch2_celes__veil"
"chapter:roam3_4:0","9","【星糸】ルミナ","ch2_lumina","4300","星刃・花舞","終幕の流星","星姫の礼","開演の合図","ch2_lumina__cut / ch2_lumina__shower / ch2_lumina__curtsy / ch2_lumina__rehearsal"
"chapter:roam3_4:0","9","【誓姫】リリエット","ch2_lyriet","4300","誓剣・蒼き追討","蒼誓・凍てる切先","蒼刃の半月","退かぬ誓い","ch2_lyriet__oath / ch2_lyriet__frost / ch2_lyriet__arc / ch2_lyriet__rally"
"chapter:roam3_4:0","9","【誓姫】ロゼット","ch2_rosette","4300","帰還の剣","紅盾の押し返し","紅誓・帰る場所","誓いの灯火","ch2_rosette__return / ch2_rosette__bash / ch2_rosette__bastion / ch2_rosette__shelter"
"chapter:roam3_4:1","8","【返誓】ロスティア","ch2_rostia","5074","誓盾の押し返し","黒盾・不退の城壁","帰還を待つ誓い","黒冠の祓い","ch2_rostia__rebuke / ch2_rostia__bastion / ch2_rostia__vow / ch2_rostia__clean"
"chapter:roam3_4:1","8","【返誓】アルテア","ch2_althea","5074","返誓・紅剣一閃","偽りの誓い断ち","紅冠の剣雨","帰還の決意","ch2_althea__return / ch2_althea__sunder / ch2_althea__sweep / ch2_althea__resolve"
"chapter:roam3_4:1","8","【星刻】エイレーネ","ch2_eirene","5074","失秒の星刃","凍星の封書","蒼刻・止まる秒針","蒼砂の再構成","ch2_eirene__rewind / ch2_eirene__silence / ch2_eirene__still / ch2_eirene__hourglass"
"chapter:roam3_4:1","8","【星刻】イリデル","ch2_iridelle","5074","未明を拓く星剣","緋刻・裂ける時環","双刻の星環","未来への解呪","ch2_iridelle__future / ch2_iridelle__advance / ch2_iridelle__orbit / ch2_iridelle__dawn"
"chapter:roam3_4:1","11","【剣姫】ネメシア","ch2_nemesia","5074","黒頁の終剣","夜に閉ざす挽歌","夜冠・記録の断章","最後の頁を護る者","ch2_nemesia__sever / ch2_nemesia__elegy / ch2_nemesia__night / ch2_nemesia__resolve"
"chapter:roam3_4:1","11","【剣姫】エヴェリア","ch2_everia","5074","白頁に刻む聖剣","暁冠・未来の一閃","続いてゆく朝の約束","白紙からの再記録","ch2_everia__future / ch2_everia__dawn / ch2_everia__promise / ch2_everia__rewrite"
"chapter:roam3_4:1","11","【双鐘】フェルネ","ch2_ferne","5074","静寂を破る返響","宵鐘・鎮めの槌","黒鐘楼の守り","宵の弔鐘","ch2_ferne__echo / ch2_ferne__toll / ch2_ferne__belfry / ch2_ferne__vespers"
"chapter:roam3_4:1","11","【双鐘】クラリス","ch2_clarisse","5074","青晶の審鐘","暁鐘・偽りの加護崩し","夜明けの祝鐘","澄鐘の赦し","ch2_clarisse__chime / ch2_clarisse__dawn / ch2_clarisse__benison / ch2_clarisse__absolve"
"chapter:roam3_4:1","3","【霊符】シオン","ch2_shion","5074","冥路の紅扇","加護ほどき","幽符・閉命","冥衣の護符","ch2_shion__fan / ch2_shion__unseal / ch2_shion__seal / ch2_shion__robe"
"chapter:roam3_4:1","3","【霊符】スイレン","ch2_suiren","5074","霊灯の子守歌","還魂の小鈴","蒼鈴の残響","清鈴の響き","ch2_suiren__lullaby / ch2_suiren__bell / ch2_suiren__frost / ch2_suiren__wash"
"chapter:roam3_4:1","3","【日月】ルナリア","ch2_lunaria","5074","欠月の追輪","月冥・欠けゆく夜","月蝕の魔力封じ","黒月の羽衣","ch2_lunaria__crescent / ch2_lunaria__waning / ch2_lunaria__eclipse / ch2_lunaria__mantle"
"chapter:roam3_4:1","3","【日月】ソラリア","ch2_solaria","5074","白昼の天光","日輪・朝焼けの裁き","日輪の天蓋","巡る朝の祝福","ch2_solaria__zenith / ch2_solaria__sunrise / ch2_solaria__corona / ch2_solaria__renewal"
"chapter:roam3_4:2","8","【返誓】ロスティア","ch2_rostia","5848","誓盾の押し返し","黒盾・不退の城壁","帰還を待つ誓い","黒冠の祓い","ch2_rostia__rebuke / ch2_rostia__bastion / ch2_rostia__vow / ch2_rostia__clean"
"chapter:roam3_4:2","8","【返誓】アルテア","ch2_althea","5848","返誓・紅剣一閃","偽りの誓い断ち","紅冠の剣雨","帰還の決意","ch2_althea__return / ch2_althea__sunder / ch2_althea__sweep / ch2_althea__resolve"
"chapter:roam3_4:2","8","【星刻】エイレーネ","ch2_eirene","5848","失秒の星刃","凍星の封書","蒼刻・止まる秒針","蒼砂の再構成","ch2_eirene__rewind / ch2_eirene__silence / ch2_eirene__still / ch2_eirene__hourglass"
"chapter:roam3_4:2","8","【星刻】イリデル","ch2_iridelle","5848","未明を拓く星剣","緋刻・裂ける時環","双刻の星環","未来への解呪","ch2_iridelle__future / ch2_iridelle__advance / ch2_iridelle__orbit / ch2_iridelle__dawn"
"chapter:roam3_4:2","5","【竜姫】ドラシア","ch2_dracia","5848","黒鎖・竜顎の斧","偽りの戒律砕き","飛翔を護る竜盾","帰るべき竜の巣","ch2_dracia__chain / ch2_dracia__break / ch2_dracia__aegis / ch2_dracia__nest"
"chapter:roam3_4:2","5","【竜姫】リュシエ","ch2_rucie","5848","白翼・蒼穹の穿槍","聖衣を裂く竜槍","天蓋を破る白翼","解き放たれた翼","ch2_rucie__lance / ch2_rucie__breach / ch2_rucie__sky / ch2_rucie__flight"
"chapter:roam3_4:2","5","【薬毒】ミレア","ch2_mirea","5848","翠薬の調合","白百合の解毒","薬毒の抽出","翠晶の薬瓶","ch2_mirea__elixir / ch2_mirea__antidote / ch2_mirea__extract / ch2_mirea__bottle"
"chapter:roam3_4:2","5","【薬毒】ヴィオラ","ch2_viola","5848","夜花の濃縮","毒花の花粉","癒し枯らし","紫花のヴェール","ch2_viola__distill / ch2_viola__pollen / ch2_viola__wilt / ch2_viola__petal"
"chapter:roam3_4:2","3","【霊符】シオン","ch2_shion","5848","冥路の紅扇","加護ほどき","幽符・閉命","冥衣の護符","ch2_shion__fan / ch2_shion__unseal / ch2_shion__seal / ch2_shion__robe"
"chapter:roam3_4:2","3","【霊符】スイレン","ch2_suiren","5848","霊灯の子守歌","還魂の小鈴","蒼鈴の残響","清鈴の響き","ch2_suiren__lullaby / ch2_suiren__bell / ch2_suiren__frost / ch2_suiren__wash"
"chapter:roam3_4:2","3","【日月】ルナリア","ch2_lunaria","5848","欠月の追輪","月冥・欠けゆく夜","月蝕の魔力封じ","黒月の羽衣","ch2_lunaria__crescent / ch2_lunaria__waning / ch2_lunaria__eclipse / ch2_lunaria__mantle"
"chapter:roam3_4:2","3","【日月】ソラリア","ch2_solaria","5848","白昼の天光","日輪・朝焼けの裁き","日輪の天蓋","巡る朝の祝福","ch2_solaria__zenith / ch2_solaria__sunrise / ch2_solaria__corona / ch2_solaria__renewal"
"chapter:roam3_4:3","8","【返誓】ロスティア","ch2_rostia","6622","誓盾の押し返し","黒盾・不退の城壁","帰還を待つ誓い","黒冠の祓い","ch2_rostia__rebuke / ch2_rostia__bastion / ch2_rostia__vow / ch2_rostia__clean"
"chapter:roam3_4:3","8","【返誓】アルテア","ch2_althea","6622","返誓・紅剣一閃","偽りの誓い断ち","紅冠の剣雨","帰還の決意","ch2_althea__return / ch2_althea__sunder / ch2_althea__sweep / ch2_althea__resolve"
"chapter:roam3_4:3","8","【星刻】エイレーネ","ch2_eirene","6622","失秒の星刃","凍星の封書","蒼刻・止まる秒針","蒼砂の再構成","ch2_eirene__rewind / ch2_eirene__silence / ch2_eirene__still / ch2_eirene__hourglass"
"chapter:roam3_4:3","8","【星刻】イリデル","ch2_iridelle","6622","未明を拓く星剣","緋刻・裂ける時環","双刻の星環","未来への解呪","ch2_iridelle__future / ch2_iridelle__advance / ch2_iridelle__orbit / ch2_iridelle__dawn"
"chapter:roam3_4:3","3","【霊符】シオン","ch2_shion","6622","冥路の紅扇","加護ほどき","幽符・閉命","冥衣の護符","ch2_shion__fan / ch2_shion__unseal / ch2_shion__seal / ch2_shion__robe"
"chapter:roam3_4:3","3","【霊符】スイレン","ch2_suiren","6622","霊灯の子守歌","還魂の小鈴","蒼鈴の残響","清鈴の響き","ch2_suiren__lullaby / ch2_suiren__bell / ch2_suiren__frost / ch2_suiren__wash"
"chapter:roam3_4:3","3","【日月】ルナリア","ch2_lunaria","6622","欠月の追輪","月冥・欠けゆく夜","月蝕の魔力封じ","黒月の羽衣","ch2_lunaria__crescent / ch2_lunaria__waning / ch2_lunaria__eclipse / ch2_lunaria__mantle"
"chapter:roam3_4:3","3","【日月】ソラリア","ch2_solaria","6622","白昼の天光","日輪・朝焼けの裁き","日輪の天蓋","巡る朝の祝福","ch2_solaria__zenith / ch2_solaria__sunrise / ch2_solaria__corona / ch2_solaria__renewal"
"chapter:roam3_4:3","1","【双雷】カリスタ","ch2_calista","6622","蒼穹を貫く槍","蒼雷・鎧穿ち","雷槍の散華","蒼雷の纏装","ch2_calista__bolt / ch2_calista__pierce / ch2_calista__storm / ch2_calista__charge"
"chapter:roam3_4:3","1","【双雷】ソレーヌ","ch2_solenne","6622","雷盾の押し返し","金雷・避雷の聖盾","黄金の帰雷","雷鳴の祓い","ch2_solenne__ground / ch2_solenne__aegis / ch2_solenne__grace / ch2_solenne__clear"
"chapter:roam3_4:3","1","【薬毒】ミレア","ch2_mirea","6622","翠薬の調合","白百合の解毒","薬毒の抽出","翠晶の薬瓶","ch2_mirea__elixir / ch2_mirea__antidote / ch2_mirea__extract / ch2_mirea__bottle"
"chapter:roam3_4:3","1","【薬毒】ヴィオラ","ch2_viola","6622","夜花の濃縮","毒花の花粉","癒し枯らし","紫花のヴェール","ch2_viola__distill / ch2_viola__pollen / ch2_viola__wilt / ch2_viola__petal"
"chapter:roam3_4:4","11","【剣姫】ネメシア","ch2_nemesia","7396","黒頁の終剣","夜に閉ざす挽歌","夜冠・記録の断章","最後の頁を護る者","ch2_nemesia__sever / ch2_nemesia__elegy / ch2_nemesia__night / ch2_nemesia__resolve"
"chapter:roam3_4:4","11","【剣姫】エヴェリア","ch2_everia","7396","白頁に刻む聖剣","暁冠・未来の一閃","続いてゆく朝の約束","白紙からの再記録","ch2_everia__future / ch2_everia__dawn / ch2_everia__promise / ch2_everia__rewrite"
"chapter:roam3_4:4","11","【双鐘】フェルネ","ch2_ferne","7396","静寂を破る返響","宵鐘・鎮めの槌","黒鐘楼の守り","宵の弔鐘","ch2_ferne__echo / ch2_ferne__toll / ch2_ferne__belfry / ch2_ferne__vespers"
"chapter:roam3_4:4","11","【双鐘】クラリス","ch2_clarisse","7396","青晶の審鐘","暁鐘・偽りの加護崩し","夜明けの祝鐘","澄鐘の赦し","ch2_clarisse__chime / ch2_clarisse__dawn / ch2_clarisse__benison / ch2_clarisse__absolve"
"chapter:roam3_4:4","8","【返誓】ロスティア","ch2_rostia","7396","誓盾の押し返し","黒盾・不退の城壁","帰還を待つ誓い","黒冠の祓い","ch2_rostia__rebuke / ch2_rostia__bastion / ch2_rostia__vow / ch2_rostia__clean"
"chapter:roam3_4:4","8","【返誓】アルテア","ch2_althea","7396","返誓・紅剣一閃","偽りの誓い断ち","紅冠の剣雨","帰還の決意","ch2_althea__return / ch2_althea__sunder / ch2_althea__sweep / ch2_althea__resolve"
"chapter:roam3_4:4","8","【星刻】エイレーネ","ch2_eirene","7396","失秒の星刃","凍星の封書","蒼刻・止まる秒針","蒼砂の再構成","ch2_eirene__rewind / ch2_eirene__silence / ch2_eirene__still / ch2_eirene__hourglass"
"chapter:roam3_4:4","8","【星刻】イリデル","ch2_iridelle","7396","未明を拓く星剣","緋刻・裂ける時環","双刻の星環","未来への解呪","ch2_iridelle__future / ch2_iridelle__advance / ch2_iridelle__orbit / ch2_iridelle__dawn"
"chapter:roam3_4:4","1","【双雷】カリスタ","ch2_calista","7396","蒼穹を貫く槍","蒼雷・鎧穿ち","雷槍の散華","蒼雷の纏装","ch2_calista__bolt / ch2_calista__pierce / ch2_calista__storm / ch2_calista__charge"
"chapter:roam3_4:4","1","【双雷】ソレーヌ","ch2_solenne","7396","雷盾の押し返し","金雷・避雷の聖盾","黄金の帰雷","雷鳴の祓い","ch2_solenne__ground / ch2_solenne__aegis / ch2_solenne__grace / ch2_solenne__clear"
"chapter:roam3_4:4","1","【薬毒】ミレア","ch2_mirea","7396","翠薬の調合","白百合の解毒","薬毒の抽出","翠晶の薬瓶","ch2_mirea__elixir / ch2_mirea__antidote / ch2_mirea__extract / ch2_mirea__bottle"
"chapter:roam3_4:4","1","【薬毒】ヴィオラ","ch2_viola","7396","夜花の濃縮","毒花の花粉","癒し枯らし","紫花のヴェール","ch2_viola__distill / ch2_viola__pollen / ch2_viola__wilt / ch2_viola__petal"
"chapter:roam3_4:5","11","【剣姫】ネメシア","ch2_nemesia","8170","黒頁の終剣","夜に閉ざす挽歌","夜冠・記録の断章","最後の頁を護る者","ch2_nemesia__sever / ch2_nemesia__elegy / ch2_nemesia__night / ch2_nemesia__resolve"
"chapter:roam3_4:5","11","【剣姫】エヴェリア","ch2_everia","8170","白頁に刻む聖剣","暁冠・未来の一閃","続いてゆく朝の約束","白紙からの再記録","ch2_everia__future / ch2_everia__dawn / ch2_everia__promise / ch2_everia__rewrite"
"chapter:roam3_4:5","11","【双鐘】フェルネ","ch2_ferne","8170","静寂を破る返響","宵鐘・鎮めの槌","黒鐘楼の守り","宵の弔鐘","ch2_ferne__echo / ch2_ferne__toll / ch2_ferne__belfry / ch2_ferne__vespers"
"chapter:roam3_4:5","11","【双鐘】クラリス","ch2_clarisse","8170","青晶の審鐘","暁鐘・偽りの加護崩し","夜明けの祝鐘","澄鐘の赦し","ch2_clarisse__chime / ch2_clarisse__dawn / ch2_clarisse__benison / ch2_clarisse__absolve"
"chapter:roam3_4:5","8","【返誓】ロスティア","ch2_rostia","8170","誓盾の押し返し","黒盾・不退の城壁","帰還を待つ誓い","黒冠の祓い","ch2_rostia__rebuke / ch2_rostia__bastion / ch2_rostia__vow / ch2_rostia__clean"
"chapter:roam3_4:5","8","【返誓】アルテア","ch2_althea","8170","返誓・紅剣一閃","偽りの誓い断ち","紅冠の剣雨","帰還の決意","ch2_althea__return / ch2_althea__sunder / ch2_althea__sweep / ch2_althea__resolve"
"chapter:roam3_4:5","8","【星刻】エイレーネ","ch2_eirene","8170","失秒の星刃","凍星の封書","蒼刻・止まる秒針","蒼砂の再構成","ch2_eirene__rewind / ch2_eirene__silence / ch2_eirene__still / ch2_eirene__hourglass"
"chapter:roam3_4:5","8","【星刻】イリデル","ch2_iridelle","8170","未明を拓く星剣","緋刻・裂ける時環","双刻の星環","未来への解呪","ch2_iridelle__future / ch2_iridelle__advance / ch2_iridelle__orbit / ch2_iridelle__dawn"
"chapter:roam3_4:5","9","【星糸】セレス","ch2_celes","8170","星針の裁縫","加護の糸切り","星糸の仮縫い","星幕の仕立て","ch2_celes__needle / ch2_celes__unpick / ch2_celes__thread / ch2_celes__veil"
"chapter:roam3_4:5","9","【星糸】ルミナ","ch2_lumina","8170","星刃・花舞","終幕の流星","星姫の礼","開演の合図","ch2_lumina__cut / ch2_lumina__shower / ch2_lumina__curtsy / ch2_lumina__rehearsal"
"chapter:roam3_4:5","9","【誓姫】リリエット","ch2_lyriet","8170","誓剣・蒼き追討","蒼誓・凍てる切先","蒼刃の半月","退かぬ誓い","ch2_lyriet__oath / ch2_lyriet__frost / ch2_lyriet__arc / ch2_lyriet__rally"
"chapter:roam3_4:5","9","【誓姫】ロゼット","ch2_rosette","8170","帰還の剣","紅盾の押し返し","紅誓・帰る場所","誓いの灯火","ch2_rosette__return / ch2_rosette__bash / ch2_rosette__bastion / ch2_rosette__shelter"
"chapter:vault4:0","11","【剣姫】ネメシア","ch2_nemesia","6270","黒頁の終剣","夜に閉ざす挽歌","夜冠・記録の断章","最後の頁を護る者","ch2_nemesia__sever / ch2_nemesia__elegy / ch2_nemesia__night / ch2_nemesia__resolve"
"chapter:vault4:0","11","【剣姫】エヴェリア","ch2_everia","6270","白頁に刻む聖剣","暁冠・未来の一閃","続いてゆく朝の約束","白紙からの再記録","ch2_everia__future / ch2_everia__dawn / ch2_everia__promise / ch2_everia__rewrite"
"chapter:vault4:0","11","【双鐘】フェルネ","ch2_ferne","6270","静寂を破る返響","宵鐘・鎮めの槌","黒鐘楼の守り","宵の弔鐘","ch2_ferne__echo / ch2_ferne__toll / ch2_ferne__belfry / ch2_ferne__vespers"
"chapter:vault4:0","11","【双鐘】クラリス","ch2_clarisse","6270","青晶の審鐘","暁鐘・偽りの加護崩し","夜明けの祝鐘","澄鐘の赦し","ch2_clarisse__chime / ch2_clarisse__dawn / ch2_clarisse__benison / ch2_clarisse__absolve"
"chapter:vault4:0","3","【霊符】シオン","ch2_shion","6270","冥路の紅扇","加護ほどき","幽符・閉命","冥衣の護符","ch2_shion__fan / ch2_shion__unseal / ch2_shion__seal / ch2_shion__robe"
"chapter:vault4:0","3","【霊符】スイレン","ch2_suiren","6270","霊灯の子守歌","還魂の小鈴","蒼鈴の残響","清鈴の響き","ch2_suiren__lullaby / ch2_suiren__bell / ch2_suiren__frost / ch2_suiren__wash"
"chapter:vault4:0","3","【日月】ルナリア","ch2_lunaria","6270","欠月の追輪","月冥・欠けゆく夜","月蝕の魔力封じ","黒月の羽衣","ch2_lunaria__crescent / ch2_lunaria__waning / ch2_lunaria__eclipse / ch2_lunaria__mantle"
"chapter:vault4:0","3","【日月】ソラリア","ch2_solaria","6270","白昼の天光","日輪・朝焼けの裁き","日輪の天蓋","巡る朝の祝福","ch2_solaria__zenith / ch2_solaria__sunrise / ch2_solaria__corona / ch2_solaria__renewal"
"chapter:vault4:0","4","【封鍵】メリオラ","ch2_meliora","6270","冥鍵・錠断の剣","偽冠の切断","冥門の開刃","魂鎖の封緘","ch2_meliora__unlock / ch2_meliora__false / ch2_meliora__gate / ch2_meliora__lock"
"chapter:vault4:0","4","【封鍵】エリゼル","ch2_elyselle","6270","聖鍵・静謐の勅令","白門の聖域","記憶を継ぐ祈り","聖鍵の解呪","ch2_elyselle__edict / ch2_elyselle__sanctum / ch2_elyselle__restore / ch2_elyselle__release"
"chapter:vault4:0","4","【薔薇】ノクテル","ch2_noctelle","6270","黒薔薇・断罪の棘","黒棘の簒奪","萎れる加護","夜薔薇の外套","ch2_noctelle__thorn / ch2_noctelle__pierce / ch2_noctelle__wither / ch2_noctelle__veil"
"chapter:vault4:0","4","【薔薇】オーリアン","ch2_auriane","6270","枯れぬ白薔薇","暁の祈り","白薔薇・鎧ほどく光","薔薇園の聖壁","ch2_auriane__bloom / ch2_auriane__prayer / ch2_auriane__petal / ch2_auriane__haven"
"chapter:vault4:1","11","【剣姫】ネメシア","ch2_nemesia","7399","黒頁の終剣","夜に閉ざす挽歌","夜冠・記録の断章","最後の頁を護る者","ch2_nemesia__sever / ch2_nemesia__elegy / ch2_nemesia__night / ch2_nemesia__resolve"
"chapter:vault4:1","11","【剣姫】エヴェリア","ch2_everia","7399","白頁に刻む聖剣","暁冠・未来の一閃","続いてゆく朝の約束","白紙からの再記録","ch2_everia__future / ch2_everia__dawn / ch2_everia__promise / ch2_everia__rewrite"
"chapter:vault4:1","11","【双鐘】フェルネ","ch2_ferne","7399","静寂を破る返響","宵鐘・鎮めの槌","黒鐘楼の守り","宵の弔鐘","ch2_ferne__echo / ch2_ferne__toll / ch2_ferne__belfry / ch2_ferne__vespers"
"chapter:vault4:1","11","【双鐘】クラリス","ch2_clarisse","7399","青晶の審鐘","暁鐘・偽りの加護崩し","夜明けの祝鐘","澄鐘の赦し","ch2_clarisse__chime / ch2_clarisse__dawn / ch2_clarisse__benison / ch2_clarisse__absolve"
"chapter:vault4:1","5","【竜姫】ドラシア","ch2_dracia","7399","黒鎖・竜顎の斧","偽りの戒律砕き","飛翔を護る竜盾","帰るべき竜の巣","ch2_dracia__chain / ch2_dracia__break / ch2_dracia__aegis / ch2_dracia__nest"
"chapter:vault4:1","5","【竜姫】リュシエ","ch2_rucie","7399","白翼・蒼穹の穿槍","聖衣を裂く竜槍","天蓋を破る白翼","解き放たれた翼","ch2_rucie__lance / ch2_rucie__breach / ch2_rucie__sky / ch2_rucie__flight"
"chapter:vault4:1","5","【薬毒】ミレア","ch2_mirea","7399","翠薬の調合","白百合の解毒","薬毒の抽出","翠晶の薬瓶","ch2_mirea__elixir / ch2_mirea__antidote / ch2_mirea__extract / ch2_mirea__bottle"
"chapter:vault4:1","5","【薬毒】ヴィオラ","ch2_viola","7399","夜花の濃縮","毒花の花粉","癒し枯らし","紫花のヴェール","ch2_viola__distill / ch2_viola__pollen / ch2_viola__wilt / ch2_viola__petal"
